amount_tsh,basin,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group,age
0.0,Internal,256,True,WUG,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,10.0
0.0,Lake Tanganyika,150,True,VWC,False,gravity,user-group,unknown,good,insufficient,groundwater,improved spring,functional,18.0
50.0,Ruvuma / Southern Coast,1,True,VWC,False,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,9.0
10.0,Pangani,75,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
1000.0,Pangani,320,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,10.0
50.0,Rufiji,1,True,VWC,True,gravity,user-group,per bucket,good,dry,groundwater,communal standpipe,non functional,20.0
0.0,Pangani,120,True,VWC,True,gravity,user-group,unknown,fluoride,insufficient,surface,communal standpipe,non functional,16.0
0.0,Pangani,120,True,VWC,True,gravity,user-group,unknown,good,enough,surface,communal standpipe,functional,15.0
0.0,Wami / Ruvu,90,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,23.0
0.0,Lake Victoria,804,False,Parastatal,False,gravity,parastatal,unknown,good,dry,surface,communal standpipe,non functional,20.0
50.0,Pangani,1,True,VWC,True,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe,non functional,16.0
100.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,20.0
500.0,Rufiji,305,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Lake Nyasa,50,True,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,13.0
30.0,Ruvuma / Southern Coast,1,False,VWC,False,handpump,user-group,per bucket,good,insufficient,groundwater,hand pump,non functional,14.0
20.0,Wami / Ruvu,150,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,16.0
0.0,Wami / Ruvu,1,True,VWC,True,submersible,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,46.0
0.0,Wami / Ruvu,1,True,VWC,True,gravity,user-group,never pay,unknown,dry,groundwater,communal standpipe,non functional,48.0
2000.0,Rufiji,40,True,VWC,False,rope pump,user-group,on failure,good,enough,groundwater,hand pump,functional,10.0
0.0,Wami / Ruvu,50,True,VWC,False,motorpump,user-group,never pay,salty,dry,groundwater,other,non functional,50.0
0.0,Lake Tanganyika,590,True,Water authority,False,other,user-group,never pay,good,enough,groundwater,other,functional,24.0
400.0,Ruvuma / Southern Coast,1,False,VWC,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,non functional,11.0
0.0,Ruvuma / Southern Coast,1,False,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,10.0
1000.0,Rufiji,250,True,VWC,False,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,11.0
0.0,Lake Rukwa,450,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,34.0
500.0,Rufiji,80,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
1200.0,Lake Tanganyika,560,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,43.0
0.0,Internal,2500,True,VWC,False,motorpump,user-group,unknown,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Lake Tanganyika,1050,True,VWC,True,other,user-group,unknown,good,enough,groundwater,other,non functional,10.0
20.0,Ruvuma / Southern Coast,36,True,VWC,True,gravity,user-group,per bucket,good,seasonal,groundwater,communal standpipe,functional,16.0
0.0,Ruvuma / Southern Coast,540,True,VWC,True,gravity,user-group,on failure,good,seasonal,surface,communal standpipe,functional,37.0
0.0,Lake Rukwa,300,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,48.0
40.0,Wami / Ruvu,12,True,WUA,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,10.0
300.0,Wami / Ruvu,632,True,VWC,True,other,user-group,monthly,salty,insufficient,groundwater,other,non functional,23.0
500.0,Lake Tanganyika,50,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,48.0
0.0,Internal,245,True,VWC,True,handpump,user-group,never pay,fluoride,enough,groundwater,hand pump,functional,8.0
0.0,Pangani,600,True,VWC,False,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe,non functional,12.0
1000.0,Rufiji,1,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,36.0
0.0,Internal,120,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,14.0
0.0,Lake Rukwa,59,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,34.0
0.0,Rufiji,1,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,11.0
0.0,Rufiji,0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,20.0
30.0,Wami / Ruvu,50,True,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,10.0
25000.0,Rufiji,25,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,33.0
50.0,Ruvuma / Southern Coast,150,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,9.0
1500.0,Pangani,500,True,Water authority,True,gravity,user-group,annually,good,insufficient,groundwater,communal standpipe,functional,42.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,58.0
50.0,Lake Victoria,100,True,VWC,True,gravity,parastatal,per bucket,good,enough,surface,communal standpipe,non functional,42.0
500.0,Rufiji,40,True,VWC,False,rope pump,user-group,monthly,good,enough,groundwater,hand pump,functional,10.0
500.0,Rufiji,40,True,VWC,False,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,11.0
0.0,Pangani,400,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,8.0
10.0,Wami / Ruvu,100,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,38.0
10.0,Internal,200,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,11.0
0.0,Rufiji,20,True,WUA,True,gravity,user-group,on failure,good,dry,surface,other,non functional,42.0
0.0,Lake Tanganyika,100,True,Water authority,True,other,commercial,never pay,good,enough,groundwater,hand pump,non functional,35.0
1000.0,Pangani,450,True,Water authority,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,non functional,9.0
0.0,Pangani,1,True,Water authority,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,44.0
500.0,Pangani,150,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Pangani,140,True,Water authority,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,18.0
0.0,Pangani,90,True,VWC,True,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,18.0
750.0,Lake Tanganyika,570,True,Water authority,True,gravity,commercial,monthly,good,insufficient,surface,communal standpipe,functional,15.0
0.0,Wami / Ruvu,1,True,VWC,True,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,32.0
0.0,Lake Victoria,1,False,Parastatal,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional,11.0
0.0,Wami / Ruvu,700,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,24.0
20.0,Pangani,120,True,VWC,True,handpump,user-group,per bucket,good,insufficient,groundwater,hand pump,functional,21.0
0.0,Lake Victoria,350,True,VWC,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,38.0
10.0,Ruvuma / Southern Coast,630,True,VWC,False,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,14.0
0.0,Internal,270,True,VWC,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,12.0
500.0,Wami / Ruvu,1,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,15.0
50.0,Wami / Ruvu,250,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,14.0
0.0,Pangani,200,True,VWC,True,handpump,user-group,unknown,good,seasonal,groundwater,hand pump,non functional,11.0
2000.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,31.0
2000.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,29.0
0.0,Pangani,1000,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,16.0
6.0,Pangani,30,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Rufiji,500,True,VWC,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional,13.0
500.0,Rufiji,55,True,WUA,True,gravity,user-group,monthly,good,seasonal,surface,communal standpipe,functional,11.0
100.0,Ruvuma / Southern Coast,1700,True,VWC,True,motorpump,user-group,per bucket,salty,enough,groundwater,communal standpipe,functional,45.0
0.0,Pangani,1,True,WUA,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,60.0
5000.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,17.0
1000.0,Rufiji,1,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,36.0
0.0,Internal,250,True,VWC,False,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,46.0
0.0,Pangani,210,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,9.0
250.0,Lake Tanganyika,320,True,Water authority,True,gravity,user-group,monthly,good,enough,groundwater,improved spring,non functional,12.0
100.0,Ruvuma / Southern Coast,2530,True,VWC,True,motorpump,user-group,per bucket,salty,enough,groundwater,communal standpipe,functional,46.0
0.0,Lake Tanganyika,450,True,VWC,False,gravity,user-group,unknown,good,enough,surface,communal standpipe,functional,32.0
0.0,Rufiji,1,True,Water Board,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,25.0
0.0,Pangani,1,True,VWC,True,other,user-group,never pay,salty,dry,unknown,other,non functional,59.0
0.0,Pangani,80,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,48.0
0.0,Lake Rukwa,1,False,VWC,False,submersible,user-group,never pay,unknown,enough,surface,communal standpipe,non functional,36.0
250.0,Lake Tanganyika,50,True,Water authority,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,38.0
0.0,Lake Tanganyika,450,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,10.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,18.0
500.0,Lake Tanganyika,150,False,VWC,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,non functional,23.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,44.0
500.0,Lake Tanganyika,0,True,VWC,True,handpump,user-group,monthly,good,seasonal,groundwater,hand pump,functional,29.0
0.0,Lake Tanganyika,500,True,VWC,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional,12.0
0.0,Wami / Ruvu,450,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,50.0
0.0,Internal,230,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,22.0
0.0,Internal,96,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,11.0
10.0,Internal,150,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,28.0
0.0,Pangani,100,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,57.0
0.0,Ruvuma / Southern Coast,1,True,Water Board,True,submersible,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,38.0
0.0,Ruvuma / Southern Coast,36,True,VWC,True,handpump,user-group,never pay,salty,dry,groundwater,hand pump,non functional,42.0
0.0,Internal,150,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,10.0
0.0,Rufiji,900,True,VWC,True,gravity,parastatal,never pay,good,dry,surface,communal standpipe,non functional,10.0
0.0,Wami / Ruvu,500,True,Private operator,False,handpump,commercial,never pay,good,dry,groundwater,hand pump,non functional,23.0
0.0,Lake Tanganyika,350,True,VWC,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional,30.0
0.0,Lake Rukwa,200,True,VWC,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional,36.0
0.0,Pangani,150,True,VWC,False,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe,non functional,21.0
0.0,Lake Tanganyika,1,False,VWC,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,46.0
600.0,Lake Tanganyika,450,True,WUG,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,11.0
200.0,Lake Nyasa,86,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Ruvuma / Southern Coast,350,False,VWC,True,motorpump,user-group,unknown,salty,dry,groundwater,communal standpipe,non functional,42.0
0.0,Rufiji,25,True,WUA,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,26.0
5000.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,22.0
1000.0,Rufiji,75,True,VWC,True,gravity,user-group,annually,good,dry,groundwater,communal standpipe,non functional,20.0
0.0,Lake Rukwa,240,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,12.0
200.0,Rufiji,203,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,25.0
2000.0,Pangani,200,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Internal,215,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,15.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,48.0
0.0,Internal,360,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,12.0
500.0,Lake Nyasa,98,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,28.0
500.0,Wami / Ruvu,160,True,VWC,True,handpump,user-group,monthly,salty,enough,groundwater,hand pump,functional,18.0
50.0,Ruvuma / Southern Coast,450,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,8.0
30.0,Pangani,200,True,Water authority,True,submersible,commercial,per bucket,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Lake Tanganyika,1200,True,Water authority,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,44.0
0.0,Pangani,300,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,50.0
0.0,Internal,200,True,VWC,True,gravity,user-group,on failure,good,insufficient,surface,communal standpipe,functional,12.0
0.0,Wami / Ruvu,1,True,VWC,True,other,user-group,never pay,good,seasonal,groundwater,other,non functional,12.0
200.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,12.0
250.0,Lake Tanganyika,210,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,32.0
300.0,Rufiji,300,True,Company,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,25.0
0.0,Pangani,400,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,8.0
0.0,Lake Victoria,350,True,Parastatal,False,other,parastatal,unknown,good,insufficient,surface,communal standpipe,functional,16.0
7200.0,Internal,100,True,VWC,True,gravity,user-group,annually,colored,enough,surface,communal standpipe,functional,18.0
0.0,Lake Nyasa,300,True,VWC,True,handpump,user-group,on failure,good,seasonal,groundwater,hand pump,functional,25.0
0.0,Rufiji,50,True,WUA,True,gravity,user-group,on failure,good,dry,surface,communal standpipe,non functional,42.0
50.0,Rufiji,1,True,VWC,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,14.0
20.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,21.0
50.0,Ruvuma / Southern Coast,1,True,VWC,False,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,9.0
1500.0,Pangani,400,True,WUA,True,submersible,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,11.0
0.0,Pangani,100,True,Water Board,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,48.0
10.0,Internal,250,True,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,18.0
0.0,Lake Victoria,450,True,WUG,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,12.0
0.0,Rufiji,309,True,Water Board,True,gravity,other,never pay,good,enough,surface,communal standpipe,functional,25.0
0.0,Lake Nyasa,0,True,VWC,True,gravity,user-group,on failure,good,insufficient,groundwater,communal standpipe,functional,36.0
20.0,Pangani,100,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,10.0
500.0,Lake Nyasa,95,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Lake Rukwa,60,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,36.0
500.0,Rufiji,130,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,80,True,Water authority,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,17.0
1200.0,Rufiji,0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,20.0
2000.0,Ruvuma / Southern Coast,360,True,WUG,False,handpump,user-group,monthly,good,insufficient,groundwater,hand pump,non functional,21.0
20.0,Wami / Ruvu,250,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,16.0
10.0,Pangani,159,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,52.0
6000.0,Rufiji,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,35.0
0.0,Wami / Ruvu,130,True,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional,40.0
1000.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,13.0
0.0,Lake Tanganyika,1,False,VWC,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional,46.0
0.0,Wami / Ruvu,200,True,VWC,True,other,user-group,never pay,good,enough,groundwater,other,non functional,38.0
0.0,Pangani,70,True,Water Board,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,27.0
0.0,Lake Nyasa,35,True,VWC,False,gravity,user-group,on failure,good,dry,groundwater,communal standpipe,non functional,28.0
1000.0,Lake Nyasa,65,True,VWC,True,gravity,user-group,annually,good,insufficient,groundwater,communal standpipe,functional,28.0
0.0,Wami / Ruvu,250,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,11.0
10.0,Pangani,50,True,WUA,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,19.0
0.0,Pangani,1,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Wami / Ruvu,1,True,VWC,True,other,user-group,never pay,good,enough,groundwater,hand pump,non functional,11.0
0.0,Rufiji,1,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,26.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,48.0
0.0,Wami / Ruvu,1000,True,Other,False,other,other,never pay,unknown,dry,groundwater,other,non functional,20.0
5.0,Pangani,30,True,Water Board,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,13.0
0.0,Internal,48,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,22.0
0.0,Pangani,1,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
0.0,Pangani,300,True,VWC,True,other,user-group,never pay,good,seasonal,surface,other,functional,20.0
0.0,Rufiji,1,True,VWC,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,non functional,12.0
